"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"203","44","1602","[火属性攻撃Lv2]","火ダメージ [3~4]~[5~8]","90","8","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"204","44","1603","[火属性攻撃Lv3]","火ダメージ [5~7]~[8~13]","80","12","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"205","44","1604","[火属性攻撃Lv4]","火ダメージ [8~11]~[12~19]","70","18","●","","","","","","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"206","44","1605","[火属性攻撃Lv5]","火ダメージ [10~14]~[15~24]","60","26","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"207","44","1606","[火属性攻撃Lv6]","火ダメージ [15~20]~[23~34]","50","36","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"208","44","1607","[火属性攻撃Lv7]","火ダメージ [20~26]~[30~43]","40","48","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"209","44","1608","[火属性攻撃Lv8]","火ダメージ [25~32]~[38~53]","30","62","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"210","44","1609","[火属性攻撃Lv9]","火ダメージ [33~41]~[50~67]","20","78","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"211","44","1610","[火属性攻撃Lv10]","火ダメージ [40~50]~[60~90]","10","96","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"524","44","1611","[火攻撃Lv1 DX]","火ダメージ [50~62]~[75~120]","20","196","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"605","44","1612","[火攻撃Lv1 ULT]","火ダメージ [65~77]~[98~143]","20","296","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"212","45","1701","[水属性攻撃Lv1]","水ダメージ 1~1","100","7","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"213","45","1702","[水属性攻撃Lv2]","水ダメージ [1~2]~[2~3]","95","9","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"214","45","1703","[水属性攻撃Lv3]","水ダメージ [2~3]~[3~5]","85","13","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"215","45","1704","[水属性攻撃Lv4]","水ダメージ [4~5]~[6~8]","80","19","●","","","","","","","","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"216","45","1705","[水属性攻撃Lv5]","水ダメージ [5~7]~[8~10]","75","27","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"217","45","1706","[水属性攻撃Lv6]","水ダメージ [8~10]~[11~14]","70","37","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"218","45","1707","[水属性攻撃Lv7]","水ダメージ [10~12]~[15~19]","65","49","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"219","45","1708","[水属性攻撃Lv8]","水ダメージ [13~15]~[19~23]","60","63","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"220","45","1709","[水属性攻撃Lv9]","水ダメージ [16~20]~[25~30]","55","79","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"221","45","1710","[水属性攻撃Lv10]","水ダメージ [20~25]~[30~38]","50","97","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"525","45","1711","[水攻撃Lv1 DX]","水ダメージ [25~30]~[40~50]","45","197","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"606","45","1712","[水攻撃Lv1 ULT]","水ダメージ [30~35]~[50~60]","45","297","","","","","","","","","","","","","","","","●","●","","●","●","","●","●","●","●","","●","●","●","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","",""
"222","46","1801","[風属性攻撃Lv1]","風ダメージ 1~1","100","8","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"223","46","1802","[風属性攻撃Lv2]","風ダメージ 1~2","90","10","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"224","46","1803","[風属性攻撃Lv3]","風ダメージ 2~[3~4]","80","14","●","","","","","","","","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
